ParticipantID,Trial,FixationNo,StartTime,EndTime,Duration,PositionX,PositionY,PupilSize,EyeUsed,Order,Task
elisius1,1,1,4,106,104,755.3,423.9,5016,RIGHT,1,Searching
elisius1,1,2,144,356,214,799,346.8,4789,RIGHT,1,Searching
elisius1,1,3,404,626,224,894.9,569,4677,RIGHT,1,Searching
elisius1,1,4,656,806,152,994.4,677.1,4663,RIGHT,1,Searching
elisius1,1,5,858,1066,210,557.8,761.9,4643,RIGHT,1,Searching
elisius1,1,6,1104,1262,160,348.9,578.7,4532,RIGHT,1,Searching
elisius1,1,7,1308,1452,146,170,660.7,4480,RIGHT,1,Searching
elisius1,1,8,1492,1698,208,472.7,718.5,4578,RIGHT,1,Searching
elisius1,1,9,1722,1814,94,524.4,734.4,4560,RIGHT,1,Searching
elisius1,1,10,1854,2000,148,779.3,497.5,4546,RIGHT,1,Searching
elisius1,1,11,2052,2316,266,1406.7,716,4552,RIGHT,1,Searching
elisius1,1,12,2344,2782,440,1516.6,643.5,4535,RIGHT,1,Searching
elisius1,1,13,2812,3032,222,1474.5,520.6,4567,RIGHT,1,Searching
elisius1,1,14,3052,3142,92,1464.8,479.1,4574,RIGHT,1,Searching
elisius1,1,15,3208,3506,300,692.4,552.8,4735,RIGHT,1,Searching
elisius1,1,16,3548,3668,122,1000.1,642.9,4803,RIGHT,1,Searching
elisius1,1,17,3692,3936,246,926.8,598.4,4795,RIGHT,1,Searching
elisius1,1,18,3966,4194,230,730.8,673.1,4722,RIGHT,1,Searching
elisius1,1,19,4242,4438,198,460.5,732.6,4781,RIGHT,1,Searching
elisius1,1,20,4482,4542,62,758.1,758.9,4749,RIGHT,1,Searching
elisius1,1,21,4594,4822,230,449.5,582.7,4807,RIGHT,1,Searching
elisius1,1,22,4862,5172,312,641.9,541.5,4790,RIGHT,1,Searching
elisius1,1,23,5236,5444,210,240.8,721.4,4864,RIGHT,1,Searching
elisius1,1,24,5454,5618,166,257.3,708,4938,RIGHT,1,Searching
elisius1,1,25,5648,5918,272,265.8,540.1,4756,RIGHT,1,Searching
elisius1,1,26,5984,6168,186,128.5,916.9,4840,RIGHT,1,Searching
elisius1,1,27,6186,6276,92,150.5,944,4965,RIGHT,1,Searching
elisius1,1,28,6330,6642,314,502.8,481,5029,RIGHT,1,Searching
elisius1,1,29,6710,6922,214,1399.7,771,4995,RIGHT,1,Searching
elisius1,1,30,6964,7350,388,1244.6,773.9,5084,RIGHT,1,Searching
elisius1,1,31,7376,7546,172,1291.8,846,4900,RIGHT,1,Searching
elisius1,1,32,7564,7636,74,1336.9,808.9,4903,RIGHT,1,Searching
elisius1,1,33,7658,7746,90,1316.6,776.3,4905,RIGHT,1,Searching
elisius1,1,34,7792,8004,214,1340.9,952.2,4850,RIGHT,1,Searching
elisius1,1,35,8018,8432,416,1329,971.6,4982,RIGHT,1,Searching
elisius1,1,36,8488,8752,266,984.8,632.6,4998,RIGHT,1,Searching
elisius1,1,37,8784,9100,318,797.5,699.3,4865,RIGHT,1,Searching
elisius1,1,38,9150,9378,230,477.2,739.6,4847,RIGHT,1,Searching
elisius1,1,39,9414,9744,332,492.6,564.7,4857,RIGHT,1,Searching
elisius1,1,40,9774,9914,142,341.2,496,4872,RIGHT,1,Searching
elisius1,1,41,9936,10116,182,400.4,493.6,4889,RIGHT,1,Searching
elisius1,1,42,10166,10358,194,229.3,690.7,4928,RIGHT,1,Searching
elisius1,1,43,10380,10628,250,285.5,655.5,4937,RIGHT,1,Searching
elisius1,1,44,10702,10966,266,1365.9,662.8,4703,RIGHT,1,Searching
elisius1,1,45,10990,11308,320,1385,609.7,4740,RIGHT,1,Searching
elisius1,1,46,11348,11524,178,1072.7,720.4,4702,RIGHT,1,Searching
elisius1,1,47,11542,11752,212,1124.5,724.6,4863,RIGHT,1,Searching
elisius1,1,48,11792,11952,162,753.8,608.6,4942,RIGHT,1,Searching
elisius1,1,49,11978,12126,150,784.9,680.8,4805,RIGHT,1,Searching
elisius1,1,50,12150,12310,162,821.4,731.2,4832,RIGHT,1,Searching
elisius1,1,51,12320,12446,128,798.7,728.7,4866,RIGHT,1,Searching
elisius1,1,52,12494,12830,338,476.5,744.8,4879,RIGHT,1,Searching
elisius1,1,53,12868,13150,284,377.8,599.6,4785,RIGHT,1,Searching
elisius1,1,54,13170,13412,244,405.6,569.3,4786,RIGHT,1,Searching
elisius1,1,55,13476,13656,182,1195.1,538.8,4803,RIGHT,1,Searching
elisius1,1,56,13726,13948,224,520.3,465.8,5096,RIGHT,1,Searching
elisius1,1,57,13970,14104,136,597.4,425.9,5086,RIGHT,1,Searching
elisius1,1,58,14146,14400,256,710.6,187.4,4990,RIGHT,1,Searching
elisius1,1,59,14460,14600,142,1516.9,184.5,4737,RIGHT,1,Searching
elisius1,1,60,14618,14780,164,1493.5,154.7,4746,RIGHT,1,Searching
elisius1,1,61,14814,14968,156,1534.2,4,4561,RIGHT,1,Searching
elisius1,1,62,14982,15094,114,1563.1,4.8,4476,RIGHT,1,Searching
elisius1,1,63,15146,15210,66,1047,91,4598,RIGHT,1,Searching
elisius1,1,64,15272,15452,182,503.7,471.6,4927,RIGHT,1,Searching
elisius1,1,65,15506,15746,242,90.2,421.3,4802,RIGHT,1,Searching
elisius1,1,66,15790,16024,236,80.7,629.9,4905,RIGHT,1,Searching
elisius1,1,67,16070,16270,202,440.6,774.6,4948,RIGHT,1,Searching
elisius1,1,68,16324,16446,124,989.3,844.1,4930,RIGHT,1,Searching
elisius1,1,69,16508,16668,162,295.1,908.6,4985,RIGHT,1,Searching
elisius1,1,70,16712,16824,114,131.5,948.7,4997,RIGHT,1,Searching
elisius1,1,71,16906,17120,216,1403.8,922.1,4917,RIGHT,1,Searching
elisius1,1,72,17146,17486,342,1332,969.9,5145,RIGHT,1,Searching
elisius1,1,73,17524,17746,224,1427.8,720.8,5203,RIGHT,1,Searching
elisius1,1,74,17774,18022,250,1546.7,683.1,5041,RIGHT,1,Searching
elisius1,1,75,18048,18194,148,1567.1,622.4,4918,RIGHT,1,Searching
elisius1,1,76,18250,18632,384,988.6,575.7,5027,RIGHT,1,Searching
elisius1,1,77,18664,18956,294,738.9,661.3,5049,RIGHT,1,Searching
elisius1,1,78,18980,19156,178,667.6,652.4,5023,RIGHT,1,Searching
elisius1,1,79,19186,19370,186,733.3,734.1,4923,RIGHT,1,Searching
elisius1,1,80,19392,19746,356,782.8,735.7,4968,RIGHT,1,Searching
elisius1,1,81,19784,20150,368,465.2,613,4884,RIGHT,1,Searching
elisius1,1,82,20170,20362,194,432.7,564.6,4847,RIGHT,1,Searching
elisius1,1,83,20394,20536,144,636.5,535.9,4880,RIGHT,1,Searching
elisius1,1,84,20590,20886,298,279.8,667.5,5002,RIGHT,1,Searching
elisius1,1,85,20914,21176,264,194.4,610.1,4929,RIGHT,1,Searching
elisius1,2,1,4,124,122,193.1,613.7,4945,RIGHT,1,Searching
elisius1,2,2,186,392,208,1203.3,650.7,4971,RIGHT,1,Searching
elisius1,2,3,440,756,318,844.4,508.7,5215,RIGHT,1,Searching
elisius1,2,4,768,1080,314,819.8,515.9,5330,RIGHT,1,Searching
elisius1,2,5,1100,1292,194,791.2,533.8,5459,RIGHT,1,Searching
elisius1,2,6,1308,1598,292,828.2,533.6,5618,RIGHT,1,Searching
elisius1,2,7,1616,1920,306,831.1,493.1,5579,RIGHT,1,Searching
elisius1,2,8,1960,2134,176,1041.9,302,5273,RIGHT,1,Searching
elisius1,2,9,2164,2398,236,1157.8,285.9,5077,RIGHT,1,Searching
elisius1,2,10,2444,2672,230,870.3,346.7,4962,RIGHT,1,Searching
elisius1,2,11,2744,3030,288,764.2,948.6,5175,RIGHT,1,Searching
elisius1,2,12,3058,3214,158,718,1015.3,5248,RIGHT,1,Searching
elisius1,2,13,3246,3394,150,888.7,1019.5,5176,RIGHT,1,Searching
elisius1,2,14,3406,3774,370,864.8,1011,5195,RIGHT,1,Searching
elisius1,2,15,3826,4056,232,459.5,715.6,5206,RIGHT,1,Searching
elisius1,2,16,4134,4358,226,373.6,590.8,5122,RIGHT,1,Searching
elisius1,2,17,4380,4642,264,378.8,546.5,5014,RIGHT,1,Searching
elisius1,2,18,4694,4890,198,969.1,449.8,5007,RIGHT,1,Searching
elisius1,2,19,4956,5136,182,531.8,559.5,5133,RIGHT,1,Searching
elisius1,2,20,5172,5350,180,731,539.1,5013,RIGHT,1,Searching
elisius1,2,21,5380,5652,274,849,525.3,5003,RIGHT,1,Searching
elisius1,2,22,5662,5848,188,837.6,541.2,4973,RIGHT,1,Searching
elisius1,2,23,5900,6064,166,676.5,258.3,4943,RIGHT,1,Searching
elisius1,2,24,6090,6248,160,607.6,203.5,4855,RIGHT,1,Searching
elisius1,2,25,6288,6554,268,858.7,357,4958,RIGHT,1,Searching
elisius1,2,26,6568,6704,138,835.5,348.8,5019,RIGHT,1,Searching
elisius1,2,27,6744,7132,390,1107.4,488.1,5051,RIGHT,1,Searching
